Source,Target,source_ideology,target_ideology
3599,6638,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6636,6638,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6637,6638,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3527,6639,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3538,6639,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3550,6639,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3559,6639,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6636,6639,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6637,6639,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6638,6639,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6640,6639,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3527,6640,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3538,6640,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3550,6640,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3559,6640,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6636,6640,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6637,6640,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6638,6640,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6673,6674,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6673,6675,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6674,6675,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6829,6684,White Supremacist/Xenophobic,White Supremacist/Xenophobic
9877,6684,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6685,6686,Jihadist,Jihadist
3978,6688,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6829,6688,White Supremacist/Xenophobic,White Supremacist/Xenophobic
9877,6688,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3522,6693,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6823,6693,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6351,6705,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6701,6705,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6715,6714,White Supremacist/Xenophobic,White Supremacist/Xenophobic
1058,6721,Jihadist,Jihadist
6727,6723,Environmental/Animal Rights,Environmental/Animal Rights
6723,6724,Environmental/Animal Rights,Environmental/Animal Rights
6727,6724,Environmental/Animal Rights,Environmental/Animal Rights
6723,6725,Environmental/Animal Rights,Environmental/Animal Rights
6724,6725,Environmental/Animal Rights,Environmental/Animal Rights
6727,6725,Environmental/Animal Rights,Environmental/Animal Rights
6723,6726,Environmental/Animal Rights,Environmental/Animal Rights
6724,6726,Environmental/Animal Rights,Environmental/Animal Rights
6725,6726,Environmental/Animal Rights,Environmental/Animal Rights
6727,6726,Environmental/Animal Rights,Environmental/Animal Rights
6723,6728,Environmental/Animal Rights,Environmental/Animal Rights
6724,6728,Environmental/Animal Rights,Environmental/Animal Rights
6725,6728,Environmental/Animal Rights,Environmental/Animal Rights
6726,6728,Environmental/Animal Rights,Environmental/Animal Rights
6727,6728,Environmental/Animal Rights,Environmental/Animal Rights
6730,6731,Environmental/Animal Rights,Environmental/Animal Rights
6730,6732,Environmental/Animal Rights,Environmental/Animal Rights
6731,6732,Environmental/Animal Rights,Environmental/Animal Rights
6730,6733,Environmental/Animal Rights,Environmental/Animal Rights
6731,6733,Environmental/Animal Rights,Environmental/Animal Rights
6732,6733,Environmental/Animal Rights,Environmental/Animal Rights
6734,6735,Environmental/Animal Rights,Environmental/Animal Rights
6737,6738,Environmental/Animal Rights,Environmental/Animal Rights
6737,6739,Environmental/Animal Rights,Environmental/Animal Rights
6738,6739,Environmental/Animal Rights,Environmental/Animal Rights
6740,6739,Environmental/Animal Rights,Environmental/Animal Rights
6737,6740,Environmental/Animal Rights,Environmental/Animal Rights
6738,6740,Environmental/Animal Rights,Environmental/Animal Rights
6742,6743,Environmental/Animal Rights,Environmental/Animal Rights
6742,6744,Environmental/Animal Rights,Environmental/Animal Rights
6743,6744,Environmental/Animal Rights,Environmental/Animal Rights
6745,6746,Environmental/Animal Rights,Environmental/Animal Rights
6745,6747,Environmental/Animal Rights,Environmental/Animal Rights
6746,6747,Environmental/Animal Rights,Environmental/Animal Rights
6745,6748,Environmental/Animal Rights,Environmental/Animal Rights
6746,6748,Environmental/Animal Rights,Environmental/Animal Rights
6747,6748,Environmental/Animal Rights,Environmental/Animal Rights
6745,6749,Environmental/Animal Rights,Environmental/Animal Rights
6746,6749,Environmental/Animal Rights,Environmental/Animal Rights
6747,6749,Environmental/Animal Rights,Environmental/Animal Rights
6748,6749,Environmental/Animal Rights,Environmental/Animal Rights
6745,6750,Environmental/Animal Rights,Environmental/Animal Rights
6746,6750,Environmental/Animal Rights,Environmental/Animal Rights
6747,6750,Environmental/Animal Rights,Environmental/Animal Rights
6748,6750,Environmental/Animal Rights,Environmental/Animal Rights
6749,6750,Environmental/Animal Rights,Environmental/Animal Rights
6745,6751,Environmental/Animal Rights,Environmental/Animal Rights
6746,6751,Environmental/Animal Rights,Environmental/Animal Rights
6747,6751,Environmental/Animal Rights,Environmental/Animal Rights
6748,6751,Environmental/Animal Rights,Environmental/Animal Rights
6749,6751,Environmental/Animal Rights,Environmental/Animal Rights
6750,6751,Environmental/Animal Rights,Environmental/Animal Rights
6745,6752,Environmental/Animal Rights,Environmental/Animal Rights
6746,6752,Environmental/Animal Rights,Environmental/Animal Rights
6747,6752,Environmental/Animal Rights,Environmental/Animal Rights
6748,6752,Environmental/Animal Rights,Environmental/Animal Rights
6749,6752,Environmental/Animal Rights,Environmental/Animal Rights
6750,6752,Environmental/Animal Rights,Environmental/Animal Rights
6751,6752,Environmental/Animal Rights,Environmental/Animal Rights
6745,6753,Environmental/Animal Rights,Environmental/Animal Rights
6746,6753,Environmental/Animal Rights,Environmental/Animal Rights
6747,6753,Environmental/Animal Rights,Environmental/Animal Rights
6748,6753,Environmental/Animal Rights,Environmental/Animal Rights
6749,6753,Environmental/Animal Rights,Environmental/Animal Rights
6750,6753,Environmental/Animal Rights,Environmental/Animal Rights
6751,6753,Environmental/Animal Rights,Environmental/Animal Rights
6752,6753,Environmental/Animal Rights,Environmental/Animal Rights
6745,6754,Environmental/Animal Rights,Environmental/Animal Rights
6746,6754,Environmental/Animal Rights,Environmental/Animal Rights
6747,6754,Environmental/Animal Rights,Environmental/Animal Rights
6748,6754,Environmental/Animal Rights,Environmental/Animal Rights
6749,6754,Environmental/Animal Rights,Environmental/Animal Rights
6750,6754,Environmental/Animal Rights,Environmental/Animal Rights
6751,6754,Environmental/Animal Rights,Environmental/Animal Rights
6752,6754,Environmental/Animal Rights,Environmental/Animal Rights
6753,6754,Environmental/Animal Rights,Environmental/Animal Rights
6745,6755,Environmental/Animal Rights,Environmental/Animal Rights
6746,6755,Environmental/Animal Rights,Environmental/Animal Rights
6747,6755,Environmental/Animal Rights,Environmental/Animal Rights
6748,6755,Environmental/Animal Rights,Environmental/Animal Rights
6749,6755,Environmental/Animal Rights,Environmental/Animal Rights
6750,6755,Environmental/Animal Rights,Environmental/Animal Rights
6751,6755,Environmental/Animal Rights,Environmental/Animal Rights
6752,6755,Environmental/Animal Rights,Environmental/Animal Rights
6753,6755,Environmental/Animal Rights,Environmental/Animal Rights
6754,6755,Environmental/Animal Rights,Environmental/Animal Rights
6745,6756,Environmental/Animal Rights,Environmental/Animal Rights
6746,6756,Environmental/Animal Rights,Environmental/Animal Rights
6747,6756,Environmental/Animal Rights,Environmental/Animal Rights
6748,6756,Environmental/Animal Rights,Environmental/Animal Rights
6749,6756,Environmental/Animal Rights,Environmental/Animal Rights
6750,6756,Environmental/Animal Rights,Environmental/Animal Rights
6751,6756,Environmental/Animal Rights,Environmental/Animal Rights
6752,6756,Environmental/Animal Rights,Environmental/Animal Rights
6753,6756,Environmental/Animal Rights,Environmental/Animal Rights
6754,6756,Environmental/Animal Rights,Environmental/Animal Rights
6755,6756,Environmental/Animal Rights,Environmental/Animal Rights
6221,6772,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6222,6772,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6299,6772,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6221,6773,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6222,6773,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6299,6773,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6772,6773,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6221,6774,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6222,6774,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6299,6774,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6772,6774,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6773,6774,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6775,6776,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6788,6789,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6792,6793,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6794,6795,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6794,6796,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6795,6796,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6800,6801,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6808,6809,Other,Other
6814,6815,Other,Other
6817,6818,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3522,6822,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6693,6822,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6822,6823,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3522,6824,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6693,6824,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6822,6824,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6823,6824,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3522,6825,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6693,6825,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6822,6825,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6823,6825,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6824,6825,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7098,6826,White Supremacist/Xenophobic,Jihadist
9900,6826,White Supremacist/Xenophobic,Jihadist
10905,6828,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6826,6828,Jihadist,White Supremacist/Xenophobic
7098,6828,White Supremacist/Xenophobic,White Supremacist/Xenophobic
9900,6828,White Supremacist/Xenophobic,White Supremacist/Xenophobic
11024,6829,White Supremacist/Xenophobic,White Supremacist/Xenophobic
2819,6829,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3535,6829,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3978,6829,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6835,6829,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7079,6829,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7297,6829,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7469,6829,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7796,6829,White Supremacist/Xenophobic,White Supremacist/Xenophobic
9877,6829,White Supremacist/Xenophobic,White Supremacist/Xenophobic
9889,6829,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6505,6831,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6506,6831,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6835,6836,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6847,6848,Jihadist,Jihadist
6854,6855,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6856,6855,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6857,6855,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6858,6855,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6859,6855,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6860,6855,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6861,6855,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6862,6855,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6854,6856,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6854,6857,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6856,6857,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6854,6858,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6856,6858,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6857,6858,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6854,6859,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6856,6859,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6857,6859,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6858,6859,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6854,6860,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6856,6860,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6857,6860,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6858,6860,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6859,6860,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6854,6861,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6856,6861,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6857,6861,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6858,6861,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6859,6861,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6860,6861,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6854,6862,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6856,6862,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6857,6862,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6858,6862,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6859,6862,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6860,6862,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6861,6862,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6854,6863,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6855,6863,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6856,6863,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6857,6863,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6858,6863,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6859,6863,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6860,6863,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6861,6863,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6862,6863,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6873,6871,Anarchist/Anti-Capitalist,Anarchist/Anti-Capitalist
6871,6872,Anarchist/Anti-Capitalist,Anarchist/Anti-Capitalist
6873,6872,Anarchist/Anti-Capitalist,Anarchist/Anti-Capitalist
6875,6876,White Supremacist/Xenophobic,White Supremacist/Xenophobic
1964,6881,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
2009,6881,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
2080,6881,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
2293,6881,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6050,6881,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6342,6881,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6343,6881,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6345,6881,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6351,6881,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6352,6881,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6353,6881,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6354,6881,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6356,6881,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6882,6881,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
2925,6893,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6829,6893,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7079,6893,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6899,6900,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6488,6902,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6829,6905,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6952,6906,White Supremacist/Xenophobic,Militia/Sovereign Citizen/Anti-Government
7100,6906,White Supremacist/Xenophobic,Militia/Sovereign Citizen/Anti-Government
6829,6907,White Supremacist/Xenophobic,Militia/Sovereign Citizen/Anti-Government
6906,6907,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6952,6907,White Supremacist/Xenophobic,Militia/Sovereign Citizen/Anti-Government
7100,6907,White Supremacist/Xenophobic,Militia/Sovereign Citizen/Anti-Government
6091,6909,Jihadist,Jihadist
6092,6909,Jihadist,Jihadist
6104,6909,Jihadist,Jihadist
6175,6909,Jihadist,Jihadist
6420,6909,Jihadist,Jihadist
6159,6929,Jihadist,Jihadist
6160,6929,Jihadist,Jihadist
6933,6932,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6947,6948,Jihadist,Jihadist
6947,6949,Jihadist,Jihadist
6948,6949,Jihadist,Jihadist
6947,6950,Jihadist,Jihadist
6948,6950,Jihadist,Jihadist
6949,6950,Jihadist,Jihadist
6957,6958,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6961,6962,Jihadist,Jihadist
6970,6971,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6972,6971,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6970,6972,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6978,6181,Jihadist,Jihadist
6983,6984,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6983,6985,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6984,6985,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6986,6985,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6987,6985,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6983,6986,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6984,6986,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6983,6987,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6984,6987,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6986,6987,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6993,6992,White Supremacist/Xenophobic,White Supremacist/Xenophobic
6699,7021,White Supremacist/Xenophobic,White Supremacist/Xenophobic
1046,7025,Jihadist,Jihadist
6108,7025,Jihadist,Jihadist
6110,7025,Jihadist,Jihadist
6108,7027,Jihadist,Jihadist
6110,7027,Jihadist,Jihadist
6705,7036,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
7038,7036,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
7041,7036,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
7042,7036,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6705,7037,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
7038,7037,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
7041,7037,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
7042,7037,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6705,7038,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6705,7039,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
7038,7039,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
7041,7039,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
7042,7039,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6705,7040,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
7038,7040,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
7041,7040,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
7042,7040,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6705,7041,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
7038,7041,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
6705,7042,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
7038,7042,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
7041,7042,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
7043,7044,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7046,7044,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7049,7044,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7053,7044,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7043,7045,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7044,7045,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7046,7045,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7049,7045,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7053,7045,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7043,7046,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7043,7047,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7044,7047,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7045,7047,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7046,7047,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7049,7047,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7053,7047,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7043,7048,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7044,7048,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7045,7048,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7046,7048,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7047,7048,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7049,7048,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7053,7048,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7043,7049,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7046,7049,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7043,7050,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7044,7050,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7045,7050,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7046,7050,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7047,7050,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7048,7050,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7049,7050,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7053,7050,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7043,7051,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7044,7051,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7045,7051,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7046,7051,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7047,7051,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7048,7051,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7049,7051,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7050,7051,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7053,7051,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7043,7052,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7044,7052,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7045,7052,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7046,7052,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7047,7052,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7048,7052,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7049,7052,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7050,7052,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7051,7052,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7053,7052,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7043,7053,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7046,7053,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7049,7053,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7043,7054,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7044,7054,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7045,7054,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7046,7054,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7047,7054,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7048,7054,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7049,7054,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7050,7054,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7051,7054,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7052,7054,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7053,7054,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7043,7055,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7044,7055,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7045,7055,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7046,7055,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7047,7055,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7048,7055,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7049,7055,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7050,7055,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7051,7055,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7052,7055,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7053,7055,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7054,7055,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7043,7056,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7044,7056,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7045,7056,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7046,7056,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7047,7056,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7048,7056,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7049,7056,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7050,7056,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7051,7056,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7052,7056,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7053,7056,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7054,7056,White Supremacist/Xenophobic,White Supremacist/Xenophobic
